0,28.739056,115.869112,99.999
0.1,28.73906352,115.869112,99.999
0.2,28.73907102,115.8691118,99.999
0.3,28.73907853,115.8691116,99.998
0.4,28.73908604,115.8691114,99.999
0.5,28.73909354,115.869111,99.999
0.6,28.73910105,115.8691106,99.999
0.7,28.73910855,115.8691101,99.999
0.8,28.73911605,115.8691096,99.999
0.9,28.73912354,115.8691089,99.999
1,28.73913103,115.8691082,99.999
1.1,28.73913851,115.8691074,99.999
1.2,28.73914598,115.8691065,99.999
1.3,28.73915346,115.8691055,99.999
1.4,28.73916092,115.8691045,99.999
1.5,28.73916838,115.8691034,99.999
1.6,28.73917582,115.8691022,100
1.7,28.73918326,115.869101,99.998
1.8,28.7391907,115.8690997,99.999
1.9,28.73919812,115.8690982,99.999
2,28.73920553,115.8690968,99.999
2.1,28.73921293,115.8690952,99.999
2.2,28.73922032,115.8690936,99.999
2.3,28.7392277,115.8690919,99.999
2.4,28.73923507,115.8690901,99.999
2.5,28.73924242,115.8690882,99.999
2.6,28.73924976,115.8690863,99.999
2.7,28.73925709,115.8690843,99.999
2.8,28.73926441,115.8690822,99.999
2.9,28.73927171,115.8690801,99.999
3,28.739279,115.8690778,99.999
3.1,28.73928626,115.8690755,99.999
3.2,28.73929352,115.8690732,99.999
3.3,28.73930076,115.8690707,99.999
3.4,28.73930798,115.8690682,99.999
3.5,28.73931518,115.8690656,99.999
3.6,28.73932237,115.8690629,99.999
3.7,28.73932953,115.8690602,99.999
3.8,28.73933667,115.8690573,99.999
3.9,28.73934381,115.8690545,99.999
4,28.73935091,115.8690515,99.999
4.1,28.739358,115.8690485,99.999
4.2,28.73936507,115.8690454,99.999
4.3,28.73937211,115.8690422,99.999
4.4,28.73937913,115.8690389,99.999
4.5,28.73938613,115.8690356,99.999
4.6,28.73939311,115.8690322,99.999
4.7,28.73940006,115.8690288,99.999
4.8,28.739407,115.8690252,99.999
4.9,28.7394139,115.8690216,99.999
5,28.73942078,115.869018,99.998
5.1,28.73942763,115.8690142,99.999
5.2,28.73943447,115.8690104,99.999
5.3,28.73944127,115.8690065,99.999
5.4,28.73944805,115.8690026,99.999
5.5,28.73945479,115.8689986,99.999
5.6,28.73946152,115.8689945,99.999
5.7,28.73946822,115.8689903,99.999
5.8,28.73947488,115.8689861,99.999
5.9,28.73948151,115.8689818,99.999
6,28.73948812,115.8689774,99.999
6.1,28.7394947,115.868973,99.999
6.2,28.73950124,115.8689685,99.999
6.3,28.73950775,115.868964,99.999
6.4,28.73951425,115.8689594,99.999
6.5,28.73952069,115.8689547,99.999
6.6,28.73952712,115.8689499,99.999
6.7,28.7395335,115.8689451,99.999
6.8,28.73953986,115.8689402,99.999
6.9,28.73954617,115.8689353,99.999
7,28.73955247,115.8689302,99.999
7.1,28.73955872,115.8689252,99.999
7.2,28.73956493,115.86892,99.999
7.3,28.73957111,115.8689148,99.999
7.4,28.73957725,115.8689096,99.999
7.5,28.73958337,115.8689042,99.999
7.6,28.73958944,115.8688988,99.999
7.7,28.73959548,115.8688934,99.999
7.8,28.73960147,115.8688879,99.999
7.9,28.73960744,115.8688823,99.999
8,28.73961336,115.8688767,99.999
8.1,28.73961924,115.868871,99.998
8.2,28.73962508,115.8688652,99.999
8.3,28.73963089,115.8688594,99.999
8.4,28.73963665,115.8688535,99.999
8.5,28.73964238,115.8688476,99.999
8.6,28.73964806,115.8688416,99.999
8.7,28.73965371,115.8688356,99.999
8.8,28.73965931,115.8688295,99.999
8.9,28.73966487,115.8688233,99.999
9,28.73967038,115.8688171,99.998
9.1,28.73967586,115.8688108,99.999
9.2,28.73968129,115.8688045,99.999
9.3,28.73968668,115.8687981,99.998
